state,city,year,month,day_of_week,time_of_day,severity,vehicles_involved,casualties,fatalities,weather,road_type,road_condition,lighting,speed_limit,driver_age,driver_gender,alcohol_involved,hour,vehicle_type,engine_size,car_age,casualty_severity,casualty_age,state_clean,state_weather,district,total_rainfall,avg_daily_rainfall,max_daily_rainfall,rainy_days_count,rainfall_intensity,drought_risk,flood_risk,normal_rainfall,season,annual_rainfall,monsoon_rainfall,winter_rainfall,summer_rainfall,post_monsoon_rainfall,is_night,is_evening,is_morning,is_afternoon,is_morning_rush,is_evening_rush,is_rush_hour,day_of_week_num,is_weekend,is_weekday,is_friday,is_monday,is_winter,is_summer,is_monsoon,is_post_monsoon,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,state_encoded,city_encoded,weather_encoded,weather_clear,weather_rainy,weather_foggy,weather_stormy,road_type_encoded,road_highway,road_urban,road_rural,road_condition_encoded,lighting_encoded,lighting_daylight,lighting_dark,lighting_twilight,vehicle_type_encoded,driver_gender_encoded,season_encoded,total_rainfall_level,total_rainfall_low,total_rainfall_high,avg_daily_rainfall_level,avg_daily_rainfall_low,avg_daily_rainfall_high,max_daily_rainfall_level,max_daily_rainfall_low,max_daily_rainfall_high,normal_rainfall_level,normal_rainfall_low,normal_rainfall_high,annual_rainfall_level,annual_rainfall_low,annual_rainfall_high,monsoon_rainfall_level,monsoon_rainfall_low,monsoon_rainfall_high,monsoon_dependency,weather_severity_score,multi_vehicle,vehicle_risk_score,high_speed,low_speed,speed_risk_score,young_driver,elderly_driver,inexperienced_driver,alcohol_risk,road_risk_score,visibility_risk,night_rain_risk,rush_fog_risk,speed_rain_risk,young_night_risk,elderly_dark_risk,combined_risk_score,high_risk_state,state_risk_score,major_city,urban_area,severity_level,risk_score,high_risk,severe_accident
Sikkim,Unknown,2021.0,6.0,Friday,8:34,Minor,3.0,2.0,1.0,Hazy,State Highway,Damaged,Dark,90.0,66,Male,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,SIKKIM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,4.0,0,1,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,48,23,3,0,0,0,0,1,1,0,0,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,1,0,0.9,0,1,0,1,0.9,0.6,0,0,0,0,1,0.5,0,0.5,0,0,0,0.34931471805599457,0,0
Uttarakhand,Unknown,2022.0,6.0,Tuesday,4:26,Minor,3.0,2.0,3.0,Clear,Urban Road,Under Construction,Dawn,105.0,55,Male,Yes,4.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,57,23,0,1,0,0,0,3,0,1,0,2,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,1,0,1.05,0,0,0,1,0.8,0.0,0,0,0,0,0,0.35000000000000003,0,0.5,0,0,0,0.3643147180559946,0,0
Madhya Pradesh,Unknown,2019.0,6.0,Saturday,19:32,Minor,4.0,5.0,0.0,Clear,State Highway,Wet,Dawn,100.0,66,Female,No,19.0,Unknown,1901.0,10.0,Serious,41.0,MADHYA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,5.0,1,0,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,33,23,0,1,0,0,0,1,1,0,0,4,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,1.0,0,1,0,0,0.5,0.0,0,0,0,0,0,0.3333333333333333,0,0.7,0,0,0,0.250471895621705,0,0
Mizoram,Unknown,2021.0,6.0,Thursday,9:7,Serious,4.0,5.0,4.0,Clear,Village Road,Damaged,Daylight,89.0,33,Female,No,9.0,Unknown,1901.0,10.0,Serious,41.0,MIZORAM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,3.0,0,1,0,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,37,23,0,1,0,0,0,4,0,0,1,0,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,0.89,0,0,0,0,0.9,0.0,0,0,0,0,0,0.2966666666666667,0,0.5,0,0,1,0.45047189562170503,0,1
Jharkhand,Unknown,2019.0,6.0,Wednesday,6:55,Minor,5.0,6.0,3.0,Rainy,State Highway,Damaged,Daylight,72.0,70,Female,Yes,6.0,Unknown,1901.0,10.0,Serious,41.0,JHARKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,23,23,5,0,1,0,0,1,1,0,0,0,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.791759469228055,0,0,0.72,0,1,0,1,0.9,0.0,0,0,0,0,0,0.34,0,0.5,0,0,0,0.36958797346140276,0,0
Gujarat,Surat,2020.0,6.0,Sunday,6:31,Minor,4.0,2.0,0.0,Foggy,National Highway,Damaged,Daylight,114.0,45,Female,No,6.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,6.0,1,0,0,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,16,20,2,0,0,1,0,0,1,0,0,0,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.6094379124341003,1,0,1.14,0,0,0,0,0.9,0.4,0,0,0,0,0,0.6466666666666666,0,0.6,0,1,0,0.3254718956217051,0,0
Odisha,Unknown,2020.0,6.0,Monday,17:16,Minor,4.0,1.0,5.0,Hazy,Village Road,Under Construction,Dark,98.0,62,Male,Yes,17.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,0.0,0,1,0,1,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.0,1.0,41,23,3,0,0,0,0,4,0,0,1,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,0.98,0,0,0,1,0.8,0.6,0,0,0,0,0,0.5266666666666667,0,0.5,0,0,0,0.34547189562170505,0,0
Kerala,Unknown,2021.0,6.0,Saturday,2:44,Serious,5.0,9.0,4.0,Clear,Urban Road,Dry,Daylight,32.0,27,Male,Yes,2.0,Unknown,1901.0,10.0,Serious,41.0,KERALA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,27,23,0,1,0,0,0,3,0,1,0,1,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,0,0,0.32,0,0,0,1,0.5,0.0,0,0,0,0,0,0.10666666666666667,0,0.5,0,0,1,0.48958797346140276,0,1
Uttarakhand,Unknown,2018.0,6.0,Wednesday,8:30,Fatal,2.0,2.0,2.0,Rainy,Village Road,Wet,Daylight,50.0,28,Female,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,2.0,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,57,23,5,0,1,0,0,4,0,0,1,4,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,0,0,0.5,0,0,0,1,0.5,0.0,0,0,0,0,0,0.26666666666666666,0,0.5,0,0,2,0.6349306144334055,1,1
Andhra Pradesh,Vijayawada,2020.0,6.0,Monday,6:29,Minor,2.0,9.0,4.0,Foggy,Village Road,Under Construction,Dark,45.0,69,Male,No,6.0,Unknown,1901.0,10.0,Serious,41.0,ANDHRA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,0.0,0,1,0,1,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.0,1.0,3,26,2,0,0,1,0,4,0,0,1,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.0986122886681098,0,0,0.45,0,1,0,0,0.8,1.0,0,0,0,0,1,0.6166666666666667,0,0.5,0,1,0,0.2799306144334055,0,0
Meghalaya,Unknown,2018.0,6.0,Friday,22:27,Fatal,5.0,8.0,0.0,Clear,Village Road,Under Construction,Dusk,99.0,46,Male,No,22.0,Unknown,1901.0,10.0,Serious,41.0,MEGHALAYA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,36,23,0,1,0,0,0,4,0,0,1,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,0.99,0,0,0,0,0.8,0.0,0,0,0,0,0,0.33,0,0.5,0,0,2,0.6245879734614028,1,1
Uttar Pradesh,Varanasi,2019.0,6.0,Tuesday,19:45,Minor,3.0,6.0,3.0,Stormy,National Highway,Wet,Dusk,70.0,69,Female,Yes,19.0,Unknown,1901.0,10.0,Serious,41.0,UTTAR PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,56,25,8,0,0,0,1,0,1,0,0,4,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.3862943611198906,0,0,0.7,0,1,0,1,0.5,0.0,0,0,0,0,0,0.39999999999999997,1,0.9,0,1,0,0.4093147180559945,0,0
Gujarat,Vadodara,2023.0,6.0,Thursday,14:25,Fatal,2.0,4.0,5.0,Rainy,National Highway,Wet,Dark,35.0,52,Female,No,14.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,3.0,0,1,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,16,24,5,0,1,0,0,0,1,0,0,4,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,0,0,0.35,0,0,0,0,0.5,0.6,0,0,0,0,0,0.4166666666666667,0,0.6,0,1,2,0.5199306144334055,0,1
Chhattisgarh,Unknown,2022.0,6.0,Saturday,18:8,Fatal,1.0,9.0,1.0,Foggy,Urban Road,Under Construction,Daylight,83.0,33,Female,No,18.0,Unknown,1901.0,10.0,Serious,41.0,CHHATTISGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,5.0,1,0,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,10,23,2,0,0,1,0,3,0,1,0,2,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,0,0.6931471805599453,1,0,0.83,0,0,0,0,0.8,0.4,0,1,0,0,0,0.5433333333333333,0,0.5,0,0,2,0.6196573590279973,1,1
West Bengal,Durgapur,2022.0,6.0,Saturday,13:9,Minor,3.0,9.0,1.0,Clear,State Highway,Under Construction,Dark,89.0,61,Female,No,13.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,5.0,1,0,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,59,4,0,1,0,0,0,1,1,0,0,2,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,1,0,0.89,0,0,0,0,0.8,0.6,0,0,0,0,0,0.49666666666666665,0,0.6,0,1,0,0.21931471805599453,0,0
Meghalaya,Unknown,2020.0,6.0,Sunday,2:4,Serious,4.0,6.0,3.0,Stormy,Urban Road,Dry,Dark,30.0,61,Female,Yes,2.0,Unknown,1901.0,10.0,Serious,41.0,MEGHALAYA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,36,23,8,0,0,0,1,3,0,1,0,1,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.6094379124341003,0,1,0.3,0,0,0,1,0.5,0.6,0,0,0,0,0,0.4666666666666666,0,0.5,0,0,1,0.580471895621705,0,1
Uttar Pradesh,Lucknow,2021.0,6.0,Friday,23:38,Serious,2.0,4.0,1.0,Clear,State Highway,Dry,Dawn,89.0,50,Male,Yes,23.0,Unknown,1901.0,10.0,Serious,41.0,UTTAR PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,56,10,0,1,0,0,0,1,1,0,0,1,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,1,0,0.89,0,0,0,1,0.5,0.0,0,0,0,0,0,0.2966666666666667,1,0.9,1,1,1,0.4749306144334055,0,1
Odisha,Unknown,2019.0,6.0,Tuesday,13:14,Fatal,4.0,3.0,4.0,Rainy,State Highway,Under Construction,Dark,113.0,31,Female,No,13.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,41,23,5,0,1,0,0,1,1,0,0,2,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.6094379124341003,1,0,1.13,0,0,0,0,0.8,0.6,0,0,1,0,0,0.6766666666666666,0,0.5,0,0,2,0.585471895621705,0,1
Uttarakhand,Unknown,2022.0,6.0,Saturday,13:2,Fatal,3.0,4.0,2.0,Foggy,National Highway,Wet,Daylight,66.0,32,Female,No,13.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,5.0,1,0,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,57,23,2,0,0,1,0,0,1,0,0,4,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,0,0,0.66,0,0,0,0,0.5,0.4,0,0,0,0,0,0.48666666666666664,0,0.5,0,0,2,0.5493147180559945,0,1
Tamil Nadu,Coimbatore,2018.0,6.0,Friday,22:57,Minor,4.0,3.0,4.0,Hazy,Urban Road,Damaged,Dawn,105.0,27,Female,Yes,22.0,Unknown,1901.0,10.0,Serious,41.0,TAMIL NADU,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,51,3,3,0,0,0,0,3,0,1,0,0,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,1.05,0,0,0,1,0.9,0.0,0,0,0,0,0,0.35000000000000003,1,0.7,0,1,0,0.40047189562170504,0,0
Gujarat,Ahmedabad,2023.0,6.0,Saturday,0:44,Serious,2.0,6.0,5.0,Stormy,Village Road,Under Construction,Dark,77.0,53,Male,Yes,0.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,16,0,8,0,0,0,1,4,0,0,1,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.0986122886681098,0,0,0.77,0,0,0,1,0.8,0.6,0,0,0,0,0,0.6233333333333334,0,0.6,1,1,1,0.6049306144334056,1,1
Gujarat,Vadodara,2021.0,6.0,Tuesday,13:27,Minor,2.0,8.0,4.0,Rainy,Urban Road,Under Construction,Dusk,92.0,45,Female,Yes,13.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,16,24,5,0,1,0,0,3,0,1,0,2,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,1,0,0.92,0,0,0,1,0.8,0.0,0,0,1,0,0,0.4066666666666667,0,0.6,0,1,0,0.32493061443340554,0,0
Mizoram,Unknown,2023.0,6.0,Thursday,22:23,Minor,2.0,8.0,2.0,Clear,State Highway,Dry,Dawn,94.0,38,Male,Yes,22.0,Unknown,1901.0,10.0,Serious,41.0,MIZORAM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,37,23,0,1,0,0,0,1,1,0,0,1,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,1,0,0.94,0,0,0,1,0.5,0.0,0,0,0,0,0,0.3133333333333333,0,0.5,0,0,0,0.3049306144334055,0,0
Tamil Nadu,Madurai,2023.0,6.0,Friday,23:59,Minor,5.0,2.0,0.0,Stormy,Urban Road,Wet,Dusk,112.0,41,Male,No,23.0,Unknown,1901.0,10.0,Serious,41.0,TAMIL NADU,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,51,11,8,0,0,0,1,3,0,1,0,4,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.791759469228055,1,0,1.12,0,0,0,0,0.5,0.0,0,0,0,0,0,0.54,1,0.7,0,1,0,0.3895879734614027,0,0
Mizoram,Unknown,2020.0,6.0,Saturday,8:35,Fatal,3.0,5.0,2.0,Foggy,National Highway,Under Construction,Dark,70.0,19,Male,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,MIZORAM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,5.0,1,0,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,37,23,2,0,0,1,0,0,1,0,0,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,0,0,0.7,1,0,1,1,0.8,1.0,0,1,0,0,0,0.7000000000000001,0,0.5,0,0,2,0.7543147180559946,1,1
Karnataka,Mangalore,2018.0,6.0,Friday,13:23,Serious,5.0,3.0,0.0,Hazy,State Highway,Damaged,Dark,81.0,51,Female,No,13.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,26,12,3,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,0.81,0,0,0,0,0.9,0.6,0,0,0,0,0,0.47000000000000003,1,0.7,0,1,1,0.40958797346140274,0,1
West Bengal,Durgapur,2023.0,6.0,Tuesday,6:17,Minor,5.0,1.0,1.0,Hazy,State Highway,Damaged,Dawn,70.0,60,Male,Yes,6.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,59,4,3,0,0,0,0,1,1,0,0,0,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,0,0,0.7,0,0,0,1,0.9,0.0,0,0,0,0,0,0.2333333333333333,0,0.6,0,1,0,0.31458797346140277,0,0
Karnataka,Mangalore,2023.0,6.0,Monday,15:55,Minor,4.0,4.0,0.0,Hazy,State Highway,Damaged,Dark,62.0,48,Male,No,15.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0.0,1.0,26,12,3,0,0,0,0,1,1,0,0,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,0,0,0.62,0,0,0,0,0.9,0.6,0,0,0,0,0,0.4066666666666667,1,0.7,0,1,0,0.250471895621705,0,0
Chhattisgarh,Unknown,2021.0,6.0,Tuesday,7:49,Serious,1.0,10.0,0.0,Rainy,State Highway,Damaged,Dusk,35.0,70,Female,Yes,7.0,Unknown,1901.0,10.0,Serious,41.0,CHHATTISGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,1.0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,10,23,5,0,1,0,0,1,1,0,0,0,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,0,0.6931471805599453,0,0,0.35,0,1,0,1,0.9,0.0,0,0,0,0,0,0.21666666666666665,0,0.5,0,0,1,0.5246573590279973,0,1
West Bengal,Durgapur,2023.0,6.0,Monday,16:26,Minor,1.0,1.0,1.0,Rainy,Village Road,Under Construction,Dark,106.0,19,Female,No,16.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.0,1.0,59,4,5,0,1,0,0,4,0,0,1,2,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,0,0.6931471805599453,1,0,1.06,1,0,1,0,0.8,0.6,0,0,1,0,0,0.6533333333333333,0,0.6,0,1,0,0.28465735902799727,0,0
Puducherry,Unknown,2022.0,6.0,Thursday,1:19,Fatal,4.0,4.0,2.0,Rainy,Village Road,Under Construction,Daylight,100.0,26,Female,No,1.0,Unknown,1901.0,10.0,Serious,41.0,PUDUCHERRY,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,43,23,5,0,1,0,0,4,0,0,1,2,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.6094379124341003,1,0,1.0,0,0,0,0,0.8,0.0,1,0,1,0,0,0.43333333333333335,0,0.5,0,0,2,0.675471895621705,1,1
Uttar Pradesh,Lucknow,2019.0,6.0,Wednesday,9:53,Serious,5.0,6.0,4.0,Hazy,State Highway,Under Construction,Dusk,64.0,36,Male,Yes,9.0,Unknown,1901.0,10.0,Serious,41.0,UTTAR PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,2.0,0,1,0,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,56,10,3,0,0,0,0,1,1,0,0,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,0,0,0.64,0,0,0,1,0.8,0.0,0,0,0,0,0,0.21333333333333335,1,0.9,1,1,1,0.5245879734614027,0,1
